"Plot Title: garibaldi_hobo_22_2019"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10201239, SEN S/N: 10201239, LBL: temp_C)","Coupler Attached (LGR S/N: 10201239)","Host Connected (LGR S/N: 10201239)","Stopped (LGR S/N: 10201239)","End Of File (LGR S/N: 10201239)"
321,09/12/19 08:00:00  PM,5.860,,,,
322,09/12/19 09:00:00  PM,6.573,,,,
323,09/12/19 10:00:00  PM,6.674,,,,
324,09/12/19 11:00:00  PM,6.064,,,,
325,09/13/19 12:00:00  AM,5.347,,,,
326,09/13/19 01:00:00  AM,3.683,,,,
327,09/13/19 02:00:00  AM,4.102,,,,
328,09/13/19 03:00:00  AM,4.727,,,,
329,09/13/19 04:00:00  AM,4.934,,,,
330,09/13/19 05:00:00  AM,5.141,,,,
331,09/13/19 06:00:00  AM,5.347,,,,
332,09/13/19 07:00:00  AM,5.552,,,,
333,09/13/19 08:00:00  AM,6.573,,,,
334,09/13/19 09:00:00  AM,8.382,,,,
335,09/13/19 10:00:00  AM,8.581,,,,
336,09/13/19 11:00:00  AM,10.651,,,,
337,09/13/19 12:00:00  PM,8.779,,,,
338,09/13/19 01:00:00  PM,8.879,,,,
339,09/13/19 02:00:00  PM,16.141,,,,
340,09/13/19 03:00:00  PM,11.916,,,,
341,09/13/19 04:00:00  PM,10.455,,,,
342,09/13/19 05:00:00  PM,8.481,,,,
343,09/13/19 06:00:00  PM,7.983,,,,
344,09/13/19 07:00:00  PM,6.471,,,,
345,09/13/19 08:00:00  PM,6.166,,,,
346,09/13/19 09:00:00  PM,6.268,,,,
347,09/13/19 10:00:00  PM,5.962,,,,
348,09/13/19 11:00:00  PM,6.166,,,,
349,09/14/19 12:00:00  AM,5.655,,,,
350,09/14/19 01:00:00  AM,5.450,,,,
351,09/14/19 02:00:00  AM,5.244,,,,
352,09/14/19 03:00:00  AM,5.037,,,,
353,09/14/19 04:00:00  AM,4.831,,,,
354,09/14/19 05:00:00  AM,4.519,,,,
355,09/14/19 06:00:00  AM,4.519,,,,
356,09/14/19 07:00:00  AM,4.934,,,,
357,09/14/19 08:00:00  AM,5.552,,,,
358,09/14/19 09:00:00  AM,6.166,,,,
359,09/14/19 10:00:00  AM,6.471,,,,
360,09/14/19 11:00:00  AM,6.978,,,,
361,09/14/19 12:00:00  PM,7.381,,,,
362,09/14/19 01:00:00  PM,8.680,,,,
363,09/14/19 02:00:00  PM,7.682,,,,
364,09/14/19 03:00:00  PM,7.079,,,,
365,09/14/19 04:00:00  PM,6.978,,,,
366,09/14/19 05:00:00  PM,6.775,,,,
367,09/14/19 06:00:00  PM,6.674,,,,
368,09/14/19 07:00:00  PM,6.166,,,,
369,09/14/19 08:00:00  PM,6.166,,,,
370,09/14/19 09:00:00  PM,5.860,,,,
371,09/14/19 10:00:00  PM,5.552,,,,
372,09/14/19 11:00:00  PM,5.347,,,,
373,09/15/19 12:00:00  AM,4.727,,,,
374,09/15/19 01:00:00  AM,4.415,,,,
375,09/15/19 02:00:00  AM,4.102,,,,
376,09/15/19 03:00:00  AM,3.998,,,,
377,09/15/19 04:00:00  AM,3.367,,,,
378,09/15/19 05:00:00  AM,2.837,,,,
379,09/15/19 06:00:00  AM,2.624,,,,
380,09/15/19 07:00:00  AM,2.517,,,,
381,09/15/19 08:00:00  AM,4.207,,,,
382,09/15/19 09:00:00  AM,4.102,,,,
383,09/15/19 10:00:00  AM,4.207,,,,
384,09/15/19 11:00:00  AM,5.450,,,,
385,09/15/19 12:00:00  PM,7.682,,,,
386,09/15/19 01:00:00  PM,8.382,,,,
387,09/15/19 02:00:00  PM,10.161,,,,
388,09/15/19 03:00:00  PM,8.282,,,,
389,09/15/19 04:00:00  PM,6.268,,,,
390,09/15/19 05:00:00  PM,6.064,,,,
391,09/15/19 06:00:00  PM,5.860,,,,
392,09/15/19 07:00:00  PM,4.207,,,,
393,09/15/19 08:00:00  PM,3.049,,,,
394,09/15/19 09:00:00  PM,2.088,,,,
395,09/15/19 10:00:00  PM,2.943,,,,
396,09/15/19 11:00:00  PM,2.837,,,,
397,09/16/19 12:00:00  AM,2.943,,,,
398,09/16/19 01:00:00  AM,3.049,,,,
399,09/16/19 02:00:00  AM,0.453,,,,
400,09/16/19 03:00:00  AM,-0.662,,,,
401,09/16/19 04:00:00  AM,1.656,,,,
402,09/16/19 05:00:00  AM,-0.437,,,,
403,09/16/19 06:00:00  AM,-0.887,,,,
404,09/16/19 07:00:00  AM,-1.001,,,,
405,09/16/19 08:00:00  AM,1.439,,,,
406,09/16/19 09:00:00  AM,6.573,,,,
407,09/16/19 10:00:00  AM,10.259,,,,
408,09/16/19 11:00:00  AM,13.365,,,,
409,09/16/19 12:00:00  PM,16.618,,,,
410,09/16/19 01:00:00  PM,18.806,,,,
411,09/16/19 02:00:00  PM,20.710,,,,
412,09/16/19 03:00:00  PM,15.951,,,,
413,09/16/19 04:00:00  PM,9.571,,,,
414,09/16/19 05:00:00  PM,8.282,,,,
415,09/16/19 06:00:00  PM,7.882,,,,
416,09/16/19 07:00:00  PM,7.481,,,,
417,09/16/19 08:00:00  PM,6.166,,,,
418,09/16/19 09:00:00  PM,4.831,,,,
419,09/16/19 10:00:00  PM,3.998,,,,
420,09/16/19 11:00:00  PM,3.472,,,,
421,09/17/19 12:00:00  AM,3.472,,,,
422,09/17/19 01:00:00  AM,3.472,,,,
423,09/17/19 02:00:00  AM,3.367,,,,
424,09/17/19 03:00:00  AM,3.261,,,,
425,09/17/19 04:00:00  AM,3.261,,,,
426,09/17/19 05:00:00  AM,3.261,,,,
427,09/17/19 06:00:00  AM,3.155,,,,
428,09/17/19 07:00:00  AM,3.049,,,,
429,09/17/19 08:00:00  AM,3.049,,,,
430,09/17/19 09:00:00  AM,3.155,,,,
431,09/17/19 10:00:00  AM,3.367,,,,
432,09/17/19 11:00:00  AM,4.727,,,,
433,09/17/19 12:00:00  PM,8.779,,,,
434,09/17/19 01:00:00  PM,12.690,,,,
435,09/17/19 02:00:00  PM,11.528,,,,
436,09/17/19 03:00:00  PM,11.431,,,,
437,09/17/19 04:00:00  PM,14.517,,,,
438,09/17/19 05:00:00  PM,16.141,,,,
439,09/17/19 06:00:00  PM,17.855,,,,
440,09/17/19 07:00:00  PM,20.901,,,,
441,09/17/19 08:00:00  PM,23.004,,,,
442,09/17/19 09:00:00  PM,23.196,,,,
443,09/17/19 10:00:00  PM,23.677,,,,
444,09/17/19 11:00:00  PM,23.869,,,,
445,09/18/19 12:00:00  AM,23.869,,,,
