Site ,Stem_Count,Flowering ,Elevation,Distance_from_Glacial_Terminus_(m),Zone ,Notes,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,2,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,3,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,2,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,2,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,7,N,1290,2420,1910,,,
GB22,2,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,0,N,1290,2420,1910,,,
GB22,1,N,1290,2420,1910,,,
GB22,2,N,1290,2420,1910,,,
GB17,3,Y,1311,2250,1910,,,
GB17,3,Y,1311,2250,1910,,,
GB17,1,N,1311,2250,1910,,,
GB17,1,N,1311,2250,1910,,,
GB17,1,N,1311,2250,1910,,,
GB17,6,N,1311,2250,1910,,,
CM05,2,Y,1418,60,1823,,,
CM05,2,N,1418,60,1823,,,
CM05,1,N,1418,60,1823,,,
CM05,1,N,1418,60,1823,,,
CM05,4,N,1418,60,1823,,,
CM04,2,Y,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
CM04,0,N,1406,100,1823,,,
