"Plot Title: garibaldi_hobo_21_2019"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10406796, SEN S/N: 10406796)","End Of File (LGR S/N: 10406796)"
1,08/22/19 01:05:37  PM,,Logged
