"Plot Title: garibaldi_hobo_8_2019"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10355018, SEN S/N: 10355018)","Coupler Attached (LGR S/N: 10355018)","Host Connected (LGR S/N: 10355018)","Stopped (LGR S/N: 10355018)","End Of File (LGR S/N: 10355018)"
1,08/09/19 12:00:00  PM,20.996,,,,
2,08/09/19 01:00:00  PM,22.621,,,,
3,08/09/19 02:00:00  PM,22.333,,,,
4,08/09/19 03:00:00  PM,27.272,,,,
5,08/09/19 04:00:00  PM,28.456,,,,
6,08/09/19 05:00:00  PM,23.004,,,,
7,08/09/19 06:00:00  PM,20.329,,,,
8,08/09/19 07:00:00  PM,20.043,,,,
9,08/09/19 08:00:00  PM,16.141,,,,
10,08/09/19 09:00:00  PM,13.365,,,,
11,08/09/19 10:00:00  PM,12.207,,,,
12,08/09/19 11:00:00  PM,11.819,,,,
13,08/10/19 12:00:00  AM,12.013,,,,
14,08/10/19 01:00:00  AM,11.722,,,,
15,08/10/19 02:00:00  AM,12.013,,,,
16,08/10/19 03:00:00  AM,11.431,,,,
17,08/10/19 04:00:00  AM,10.846,,,,
18,08/10/19 05:00:00  AM,11.041,,,,
19,08/10/19 06:00:00  AM,10.455,,,,
20,08/10/19 07:00:00  AM,10.748,,,,
21,08/10/19 08:00:00  AM,11.334,,,,
22,08/10/19 09:00:00  AM,11.334,,,,
23,08/10/19 10:00:00  AM,11.722,,,,
24,08/10/19 11:00:00  AM,12.497,,,,
25,08/10/19 12:00:00  PM,12.883,,,,
26,08/10/19 01:00:00  PM,22.717,,,,
27,08/10/19 02:00:00  PM,23.004,,,,
28,08/10/19 03:00:00  PM,22.142,,,,
29,08/10/19 04:00:00  PM,24.351,,,,
30,08/10/19 05:00:00  PM,19.567,,,,
31,08/10/19 06:00:00  PM,19.758,,,,
32,08/10/19 07:00:00  PM,15.378,,,,
33,08/10/19 08:00:00  PM,13.558,,,,
34,08/10/19 09:00:00  PM,11.431,,,,
35,08/10/19 10:00:00  PM,10.651,,,,
36,08/10/19 11:00:00  PM,10.748,,,,
37,08/11/19 12:00:00  AM,10.063,,,,
38,08/11/19 01:00:00  AM,10.161,,,,
39,08/11/19 02:00:00  AM,10.161,,,,
40,08/11/19 03:00:00  AM,10.161,,,,
41,08/11/19 04:00:00  AM,10.063,,,,
42,08/11/19 05:00:00  AM,9.768,,,,
43,08/11/19 06:00:00  AM,9.866,,,,
44,08/11/19 07:00:00  AM,9.669,,,,
45,08/11/19 08:00:00  AM,9.571,,,,
46,08/11/19 09:00:00  AM,9.669,,,,
47,08/11/19 10:00:00  AM,9.472,,,,
48,08/11/19 11:00:00  AM,10.259,,,,
49,08/11/19 12:00:00  PM,13.942,,,,
50,08/11/19 01:00:00  PM,12.980,,,,
51,08/11/19 02:00:00  PM,16.141,,,,
52,08/11/19 03:00:00  PM,14.038,,,,
53,08/11/19 04:00:00  PM,14.230,,,,
54,08/11/19 05:00:00  PM,14.613,,,,
55,08/11/19 06:00:00  PM,13.076,,,,
56,08/11/19 07:00:00  PM,10.846,,,,
57,08/11/19 08:00:00  PM,9.965,,,,
58,08/11/19 09:00:00  PM,9.571,,,,
59,08/11/19 10:00:00  PM,9.373,,,,
60,08/11/19 11:00:00  PM,9.373,,,,
61,08/12/19 12:00:00  AM,9.373,,,,
62,08/12/19 01:00:00  AM,9.275,,,,
63,08/12/19 02:00:00  AM,9.373,,,,
64,08/12/19 03:00:00  AM,9.176,,,,
65,08/12/19 04:00:00  AM,8.879,,,,
66,08/12/19 05:00:00  AM,8.779,,,,
67,08/12/19 06:00:00  AM,8.779,,,,
68,08/12/19 07:00:00  AM,9.373,,,,
69,08/12/19 08:00:00  AM,11.528,,,,
70,08/12/19 09:00:00  AM,14.134,,,,
71,08/12/19 10:00:00  AM,22.429,,,,
72,08/12/19 11:00:00  AM,14.804,,,,
73,08/12/19 12:00:00  PM,17.284,,,,
74,08/12/19 01:00:00  PM,15.855,,,,
75,08/12/19 02:00:00  PM,18.236,,,,
76,08/12/19 03:00:00  PM,17.570,,,,
77,08/12/19 04:00:00  PM,20.519,,,,
78,08/12/19 05:00:00  PM,15.760,,,,
79,08/12/19 06:00:00  PM,16.903,,,,
80,08/12/19 07:00:00  PM,14.421,,,,
81,08/12/19 08:00:00  PM,10.651,,,,
82,08/12/19 09:00:00  PM,8.680,,,,
83,08/12/19 10:00:00  PM,7.983,,,,
84,08/12/19 11:00:00  PM,7.481,,,,
85,08/13/19 12:00:00  AM,6.775,,,,
86,08/13/19 01:00:00  AM,6.573,,,,
87,08/13/19 02:00:00  AM,6.370,,,,
88,08/13/19 03:00:00  AM,7.079,,,,
89,08/13/19 04:00:00  AM,6.573,,,,
90,08/13/19 05:00:00  AM,5.757,,,,
91,08/13/19 06:00:00  AM,5.552,,,,
92,08/13/19 07:00:00  AM,7.782,,,,
93,08/13/19 08:00:00  AM,11.431,,,,
94,08/13/19 09:00:00  AM,19.377,,,,
95,08/13/19 10:00:00  AM,25.222,,,,
96,08/13/19 11:00:00  AM,25.805,,,,
97,08/13/19 12:00:00  PM,26.683,,,,
98,08/13/19 01:00:00  PM,28.754,,,,
99,08/13/19 02:00:00  PM,25.708,,,,
100,08/13/19 03:00:00  PM,25.902,,,,
101,08/13/19 04:00:00  PM,28.655,,,,
102,08/13/19 05:00:00  PM,26.390,,,,
103,08/13/19 06:00:00  PM,20.805,,,,
104,08/13/19 07:00:00  PM,17.475,,,,
105,08/13/19 08:00:00  PM,14.996,,,,
106,08/13/19 09:00:00  PM,12.304,,,,
107,08/13/19 10:00:00  PM,10.651,,,,
108,08/13/19 11:00:00  PM,10.846,,,,
109,08/14/19 12:00:00  AM,9.571,,,,
110,08/14/19 01:00:00  AM,8.680,,,,
111,08/14/19 02:00:00  AM,8.680,,,,
112,08/14/19 03:00:00  AM,8.581,,,,
113,08/14/19 04:00:00  AM,8.779,,,,
114,08/14/19 05:00:00  AM,8.481,,,,
115,08/14/19 06:00:00  AM,7.381,,,,
116,08/14/19 07:00:00  AM,8.082,,,,
117,08/14/19 08:00:00  AM,9.275,,,,
118,08/14/19 09:00:00  AM,22.621,,,,
119,08/14/19 10:00:00  AM,25.513,,,,
120,08/14/19 11:00:00  AM,30.154,,,,
121,08/14/19 12:00:00  PM,20.805,,,,
122,08/14/19 01:00:00  PM,29.252,,,,
123,08/14/19 02:00:00  PM,34.163,,,,
124,08/14/19 03:00:00  PM,33.014,,,,
125,08/14/19 04:00:00  PM,30.558,,,,
126,08/14/19 05:00:00  PM,28.655,,,,
127,08/14/19 06:00:00  PM,23.677,,,,
128,08/14/19 07:00:00  PM,17.284,,,,
129,08/14/19 08:00:00  PM,14.230,,,,
130,08/14/19 09:00:00  PM,12.304,,,,
131,08/14/19 10:00:00  PM,11.625,,,,
132,08/14/19 11:00:00  PM,10.357,,,,
133,08/15/19 12:00:00  AM,10.161,,,,
134,08/15/19 01:00:00  AM,9.472,,,,
135,08/15/19 02:00:00  AM,9.176,,,,
136,08/15/19 03:00:00  AM,7.882,,,,
137,08/15/19 04:00:00  AM,7.782,,,,
138,08/15/19 05:00:00  AM,7.381,,,,
139,08/15/19 06:00:00  AM,6.674,,,,
140,08/15/19 07:00:00  AM,7.582,,,,
141,08/15/19 08:00:00  AM,8.082,,,,
142,08/15/19 09:00:00  AM,22.238,,,,
143,08/15/19 10:00:00  AM,27.468,,,,
144,08/15/19 11:00:00  AM,20.234,,,,
145,08/15/19 12:00:00  PM,32.497,,,,
146,08/15/19 01:00:00  PM,31.574,,,,
147,08/15/19 02:00:00  PM,33.953,,,,
148,08/15/19 03:00:00  PM,31.472,,,,
149,08/15/19 04:00:00  PM,30.457,,,,
150,08/15/19 05:00:00  PM,26.488,,,,
151,08/15/19 06:00:00  PM,23.869,,,,
152,08/15/19 07:00:00  PM,16.903,,,,
153,08/15/19 08:00:00  PM,14.134,,,,
154,08/15/19 09:00:00  PM,12.594,,,,
155,08/15/19 10:00:00  PM,12.110,,,,
156,08/15/19 11:00:00  PM,11.139,,,,
157,08/16/19 12:00:00  AM,9.176,,,,
158,08/16/19 01:00:00  AM,8.481,,,,
159,08/16/19 02:00:00  AM,8.382,,,,
160,08/16/19 03:00:00  AM,7.983,,,,
161,08/16/19 04:00:00  AM,8.182,,,,
162,08/16/19 05:00:00  AM,7.782,,,,
163,08/16/19 06:00:00  AM,8.082,,,,
164,08/16/19 07:00:00  AM,8.382,,,,
165,08/16/19 08:00:00  AM,10.553,,,,
166,08/16/19 09:00:00  AM,15.378,,,,
167,08/16/19 10:00:00  AM,16.903,,,,
168,08/16/19 11:00:00  AM,14.996,,,,
169,08/16/19 12:00:00  PM,14.900,,,,
170,08/16/19 01:00:00  PM,13.076,,,,
171,08/16/19 02:00:00  PM,13.654,,,,
172,08/16/19 03:00:00  PM,13.750,,,,
173,08/16/19 04:00:00  PM,13.269,,,,
174,08/16/19 05:00:00  PM,13.654,,,,
175,08/16/19 06:00:00  PM,12.594,,,,
176,08/16/19 07:00:00  PM,12.207,,,,
177,08/16/19 08:00:00  PM,10.455,,,,
178,08/16/19 09:00:00  PM,10.063,,,,
179,08/16/19 10:00:00  PM,9.768,,,,
180,08/16/19 11:00:00  PM,9.669,,,,
181,08/17/19 12:00:00  AM,9.373,,,,
182,08/17/19 01:00:00  AM,9.373,,,,
183,08/17/19 02:00:00  AM,9.275,,,,
184,08/17/19 03:00:00  AM,8.680,,,,
185,08/17/19 04:00:00  AM,8.978,,,,
186,08/17/19 05:00:00  AM,9.077,,,,
187,08/17/19 06:00:00  AM,7.682,,,,
188,08/17/19 07:00:00  AM,8.481,,,,
189,08/17/19 08:00:00  AM,10.259,,,,
190,08/17/19 09:00:00  AM,11.139,,,,
191,08/17/19 10:00:00  AM,12.304,,,,
192,08/17/19 11:00:00  AM,14.038,,,,
193,08/17/19 12:00:00  PM,14.325,,,,
194,08/17/19 01:00:00  PM,16.141,,,,
195,08/17/19 02:00:00  PM,17.284,,,,
196,08/17/19 03:00:00  PM,16.903,,,,
197,08/17/19 04:00:00  PM,17.094,,,,
198,08/17/19 05:00:00  PM,15.760,,,,
199,08/17/19 06:00:00  PM,13.942,,,,
200,08/17/19 07:00:00  PM,11.916,,,,
201,08/17/19 08:00:00  PM,11.139,,,,
202,08/17/19 09:00:00  PM,10.161,,,,
203,08/17/19 10:00:00  PM,8.382,,,,
204,08/17/19 11:00:00  PM,9.176,,,,
205,08/18/19 12:00:00  AM,8.581,,,,
206,08/18/19 01:00:00  AM,7.983,,,,
207,08/18/19 02:00:00  AM,6.471,,,,
208,08/18/19 03:00:00  AM,7.280,,,,
209,08/18/19 04:00:00  AM,7.280,,,,
210,08/18/19 05:00:00  AM,7.682,,,,
211,08/18/19 06:00:00  AM,6.370,,,,
212,08/18/19 07:00:00  AM,5.860,,,,
213,08/18/19 08:00:00  AM,6.471,,,,
214,08/18/19 09:00:00  AM,20.329,,,,
215,08/18/19 10:00:00  AM,14.038,,,,
216,08/18/19 11:00:00  AM,20.710,,,,
217,08/18/19 12:00:00  PM,21.091,,,,
218,08/18/19 01:00:00  PM,22.812,,,,
