"Plot Title: garibaldi_hobo_17_2019"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10406814, SEN S/N: 10406814)","Bad Battery (LGR S/N: 10406814)","Coupler Attached (LGR S/N: 10406814)","Host Connected (LGR S/N: 10406814)","Stopped (LGR S/N: 10406814)","End Of File (LGR S/N: 10406814)"
82,09/02/19 09:00:00  PM,9.571,,,,,
83,09/02/19 10:00:00  PM,8.779,,,,,
84,09/02/19 11:00:00  PM,8.382,,,,,
85,09/03/19 12:00:00  AM,8.382,,,,,
86,09/03/19 01:00:00  AM,7.983,,,,,
87,09/03/19 02:00:00  AM,7.079,,,,,
88,09/03/19 03:00:00  AM,6.064,,,,,
89,09/03/19 04:00:00  AM,6.268,,,,,
90,09/03/19 05:00:00  AM,6.064,,,,,
91,09/03/19 06:00:00  AM,8.082,,,,,
92,09/03/19 07:00:00  AM,8.779,,,,,
93,09/03/19 08:00:00  AM,16.523,,,,,
94,09/03/19 09:00:00  AM,20.234,,,,,
95,09/03/19 10:00:00  AM,27.173,,,,,
96,09/03/19 11:00:00  AM,24.835,,,,,
97,09/03/19 12:00:00  PM,22.046,,,,,
98,09/03/19 01:00:00  PM,23.677,,,,,
99,09/03/19 02:00:00  PM,15.951,,,,,
100,09/03/19 03:00:00  PM,21.760,,,,,
101,09/03/19 04:00:00  PM,20.996,,,,,
102,09/03/19 05:00:00  PM,13.269,,,,,
103,09/03/19 06:00:00  PM,11.334,,,,,
104,09/03/19 07:00:00  PM,9.866,,,,,
105,09/03/19 08:00:00  PM,9.275,,,,,
106,09/03/19 09:00:00  PM,9.077,,,,,
107,09/03/19 10:00:00  PM,8.581,,,,,
108,09/03/19 11:00:00  PM,7.481,,,,,
109,09/04/19 12:00:00  AM,7.882,,,,,
110,09/04/19 01:00:00  AM,7.882,,,,,
111,09/04/19 02:00:00  AM,6.674,,,,,
112,09/04/19 03:00:00  AM,7.481,,,,,
113,09/04/19 04:00:00  AM,7.983,,,,,
114,09/04/19 05:00:00  AM,7.882,,,,,
115,09/04/19 06:00:00  AM,6.775,,,,,
116,09/04/19 07:00:00  AM,6.471,,,,,
117,09/04/19 08:00:00  AM,8.182,,,,,
118,09/04/19 09:00:00  AM,18.521,,,,,
119,09/04/19 10:00:00  AM,23.677,,,,,
120,09/04/19 11:00:00  AM,17.094,,,,,
121,09/04/19 12:00:00  PM,24.448,,,,,
122,09/04/19 01:00:00  PM,24.158,,,,,
123,09/04/19 02:00:00  PM,24.545,,,,,
124,09/04/19 03:00:00  PM,25.319,,,,,
125,09/04/19 04:00:00  PM,24.545,,,,,
126,09/04/19 05:00:00  PM,26.195,,,,,
127,09/04/19 06:00:00  PM,15.187,,,,,
128,09/04/19 07:00:00  PM,12.013,,,,,
129,09/04/19 08:00:00  PM,10.553,,,,,
130,09/04/19 09:00:00  PM,8.282,,,,,
131,09/04/19 10:00:00  PM,7.381,,,,,
132,09/04/19 11:00:00  PM,6.877,,,,,
133,09/05/19 12:00:00  AM,5.860,,,,,
134,09/05/19 01:00:00  AM,5.244,,,,,
135,09/05/19 02:00:00  AM,4.727,,,,,
136,09/05/19 03:00:00  AM,4.311,,,,,
137,09/05/19 04:00:00  AM,4.207,,,,,
138,09/05/19 05:00:00  AM,3.578,,,,,
139,09/05/19 06:00:00  AM,3.049,,,,,
140,09/05/19 07:00:00  AM,3.367,,,,,
141,09/05/19 08:00:00  AM,12.110,,,,,
142,09/05/19 09:00:00  AM,20.138,,,,,
143,09/05/19 10:00:00  AM,26.292,,,,,
144,09/05/19 11:00:00  AM,28.357,,,,,
145,09/05/19 12:00:00  PM,31.268,,,,,
146,09/05/19 01:00:00  PM,29.552,,,,,
147,09/05/19 02:00:00  PM,29.652,,,,,
148,09/05/19 03:00:00  PM,24.738,,,,,
149,09/05/19 04:00:00  PM,24.641,,,,,
150,09/05/19 05:00:00  PM,19.758,,,,,
151,09/05/19 06:00:00  PM,18.426,,,,,
152,09/05/19 07:00:00  PM,14.613,,,,,
153,09/05/19 08:00:00  PM,12.883,,,,,
154,09/05/19 09:00:00  PM,11.431,,,,,
155,09/05/19 10:00:00  PM,11.041,,,,,
156,09/05/19 11:00:00  PM,10.553,,,,,
157,09/06/19 12:00:00  AM,8.680,,,,,
158,09/06/19 01:00:00  AM,9.275,,,,,
159,09/06/19 02:00:00  AM,10.357,,,,,
160,09/06/19 03:00:00  AM,7.782,,,,,
161,09/06/19 04:00:00  AM,7.481,,,,,
162,09/06/19 05:00:00  AM,9.373,,,,,
163,09/06/19 06:00:00  AM,8.581,,,,,
164,09/06/19 07:00:00  AM,7.882,,,,,
165,09/06/19 08:00:00  AM,15.664,,,,,
166,09/06/19 09:00:00  AM,24.545,,,,,
167,09/06/19 10:00:00  AM,27.567,,,,,
168,09/06/19 11:00:00  AM,29.652,,,,,
169,09/06/19 12:00:00  PM,29.352,,,,,
170,09/06/19 01:00:00  PM,27.961,,,,,
171,09/06/19 02:00:00  PM,28.853,,,,,
172,09/06/19 03:00:00  PM,28.754,,,,,
173,09/06/19 04:00:00  PM,28.456,,,,,
174,09/06/19 05:00:00  PM,27.567,,,,,
175,09/06/19 06:00:00  PM,16.523,,,,,
176,09/06/19 07:00:00  PM,13.846,,,,,
177,09/06/19 08:00:00  PM,12.110,,,,,
178,09/06/19 09:00:00  PM,11.528,,,,,
179,09/06/19 10:00:00  PM,10.455,,,,,
180,09/06/19 11:00:00  PM,8.680,,,,,
181,09/07/19 12:00:00  AM,8.382,,,,,
182,09/07/19 01:00:00  AM,8.282,,,,,
183,09/07/19 02:00:00  AM,6.775,,,,,
184,09/07/19 03:00:00  AM,6.268,,,,,
185,09/07/19 04:00:00  AM,6.978,,,,,
186,09/07/19 05:00:00  AM,6.166,,,,,
187,09/07/19 06:00:00  AM,5.860,,,,,
188,09/07/19 07:00:00  AM,6.166,,,,,
189,09/07/19 08:00:00  AM,13.076,,,,,
190,09/07/19 09:00:00  AM,12.690,,,,,
191,09/07/19 10:00:00  AM,18.806,,,,,
192,09/07/19 11:00:00  AM,20.996,,,,,
193,09/07/19 12:00:00  PM,21.187,,,,,
194,09/07/19 01:00:00  PM,21.855,,,,,
195,09/07/19 02:00:00  PM,17.379,,,,,
196,09/07/19 03:00:00  PM,16.141,,,,,
197,09/07/19 04:00:00  PM,18.806,,,,,
198,09/07/19 05:00:00  PM,16.903,,,,,
199,09/07/19 06:00:00  PM,15.569,,,,,
200,09/07/19 07:00:00  PM,15.282,,,,,
201,09/07/19 08:00:00  PM,11.236,,,,,
202,09/07/19 09:00:00  PM,9.472,,,,,
203,09/07/19 10:00:00  PM,8.978,,,,,
204,09/07/19 11:00:00  PM,8.978,,,,,
205,09/08/19 12:00:00  AM,9.669,,,,,
206,09/08/19 01:00:00  AM,9.768,,,,,
207,09/08/19 02:00:00  AM,9.768,,,,,
208,09/08/19 03:00:00  AM,9.472,,,,,
209,09/08/19 04:00:00  AM,8.680,,,,,
210,09/08/19 05:00:00  AM,8.082,,,,,
211,09/08/19 06:00:00  AM,8.382,,,,,
212,09/08/19 07:00:00  AM,8.282,,,,,
213,09/08/19 08:00:00  AM,9.472,,,,,
214,09/08/19 09:00:00  AM,10.748,,,,,
215,09/08/19 10:00:00  AM,10.259,,,,,
216,09/08/19 11:00:00  AM,11.528,,,,,
217,09/08/19 12:00:00  PM,15.760,,,,,
218,09/08/19 01:00:00  PM,14.134,,,,,
219,09/08/19 02:00:00  PM,14.900,,,,,
220,09/08/19 03:00:00  PM,16.046,,,,,
221,09/08/19 04:00:00  PM,14.421,,,,,
222,09/08/19 05:00:00  PM,13.846,,,,,
223,09/08/19 06:00:00  PM,10.651,,,,,
224,09/08/19 07:00:00  PM,8.779,,,,,
225,09/08/19 08:00:00  PM,7.882,,,,,
226,09/08/19 09:00:00  PM,7.280,,,,,
227,09/08/19 10:00:00  PM,7.179,,,,,
228,09/08/19 11:00:00  PM,7.079,,,,,
229,09/09/19 12:00:00  AM,6.775,,,,,
230,09/09/19 01:00:00  AM,6.166,,,,,
231,09/09/19 02:00:00  AM,5.757,,,,,
232,09/09/19 03:00:00  AM,5.962,,,,,
233,09/09/19 04:00:00  AM,5.962,,,,,
234,09/09/19 05:00:00  AM,5.962,,,,,
235,09/09/19 06:00:00  AM,5.347,,,,,
236,09/09/19 07:00:00  AM,4.934,,,,,
237,09/09/19 08:00:00  AM,6.877,,,,,
238,09/09/19 09:00:00  AM,11.431,,,,,
239,09/09/19 10:00:00  AM,9.373,,,,,
240,09/09/19 11:00:00  AM,10.357,,,,,
241,09/09/19 12:00:00  PM,11.041,,,,,
242,09/09/19 01:00:00  PM,13.461,,,,,
243,09/09/19 02:00:00  PM,11.528,,,,,
244,09/09/19 03:00:00  PM,9.275,,,,,
245,09/09/19 04:00:00  PM,10.161,,,,,
246,09/09/19 05:00:00  PM,19.187,,,,,
247,09/09/19 06:00:00  PM,10.063,,,,,
248,09/09/19 07:00:00  PM,7.782,,,,,
249,09/09/19 08:00:00  PM,6.978,,,,,
250,09/09/19 09:00:00  PM,6.674,,,,,
251,09/09/19 10:00:00  PM,6.573,,,,,
252,09/09/19 11:00:00  PM,6.370,,,,,
253,09/10/19 12:00:00  AM,6.370,,,,,
254,09/10/19 01:00:00  AM,6.064,,,,,
255,09/10/19 02:00:00  AM,6.166,,,,,
256,09/10/19 03:00:00  AM,6.166,,,,,
257,09/10/19 04:00:00  AM,6.166,,,,,
258,09/10/19 05:00:00  AM,6.166,,,,,
259,09/10/19 06:00:00  AM,5.757,,,,,
260,09/10/19 07:00:00  AM,5.962,,,,,
261,09/10/19 08:00:00  AM,6.064,,,,,
262,09/10/19 09:00:00  AM,17.189,,,,,
263,09/10/19 10:00:00  AM,10.553,,,,,
264,09/10/19 11:00:00  AM,13.558,,,,,
265,09/10/19 12:00:00  PM,10.455,,,,,
266,09/10/19 01:00:00  PM,9.965,,,,,
267,09/10/19 02:00:00  PM,19.662,,,,,
268,09/10/19 03:00:00  PM,12.497,,,,,
269,09/10/19 04:00:00  PM,14.230,,,,,
270,09/10/19 05:00:00  PM,12.207,,,,,
271,09/10/19 06:00:00  PM,9.571,,,,,
272,09/10/19 07:00:00  PM,8.082,,,,,
273,09/10/19 08:00:00  PM,6.877,,,,,
274,09/10/19 09:00:00  PM,5.757,,,,,
275,09/10/19 10:00:00  PM,4.623,,,,,
276,09/10/19 11:00:00  PM,4.519,,,,,
277,09/11/19 12:00:00  AM,5.552,,,,,
278,09/11/19 01:00:00  AM,5.962,,,,,
279,09/11/19 02:00:00  AM,6.166,,,,,
280,09/11/19 03:00:00  AM,6.166,,,,,
281,09/11/19 04:00:00  AM,5.962,,,,,
282,09/11/19 05:00:00  AM,6.064,,,,,
283,09/11/19 06:00:00  AM,6.166,,,,,
284,09/11/19 07:00:00  AM,6.064,,,,,
285,09/11/19 08:00:00  AM,7.381,,,,,
286,09/11/19 09:00:00  AM,8.978,,,,,
287,09/11/19 10:00:00  AM,11.722,,,,,
288,09/11/19 11:00:00  AM,10.846,,,,,
289,09/11/19 12:00:00  PM,10.846,,,,,
290,09/11/19 01:00:00  PM,9.077,,,,,
291,09/11/19 02:00:00  PM,9.077,,,,,
292,09/11/19 03:00:00  PM,11.625,,,,,
293,09/11/19 04:00:00  PM,11.041,,,,,
294,09/11/19 05:00:00  PM,11.041,,,,,
295,09/11/19 06:00:00  PM,9.768,,,,,
296,09/11/19 07:00:00  PM,7.983,,,,,
297,09/11/19 08:00:00  PM,6.978,,,,,
298,09/11/19 09:00:00  PM,6.775,,,,,
299,09/11/19 10:00:00  PM,6.674,,,,,
300,09/11/19 11:00:00  PM,6.674,,,,,
301,09/12/19 12:00:00  AM,6.573,,,,,
302,09/12/19 01:00:00  AM,6.573,,,,,
303,09/12/19 02:00:00  AM,6.166,,,,,
304,09/12/19 03:00:00  AM,6.064,,,,,
305,09/12/19 04:00:00  AM,5.860,,,,,
306,09/12/19 05:00:00  AM,6.064,,,,,
307,09/12/19 06:00:00  AM,6.064,,,,,
308,09/12/19 07:00:00  AM,5.860,,,,,
309,09/12/19 08:00:00  AM,6.064,,,,,
310,09/12/19 09:00:00  AM,5.757,,,,,
311,09/12/19 10:00:00  AM,5.347,,,,,
312,09/12/19 11:00:00  AM,6.877,,,,,
313,09/12/19 12:00:00  PM,6.370,,,,,
314,09/12/19 01:00:00  PM,7.481,,,,,
315,09/12/19 02:00:00  PM,6.573,,,,,
316,09/12/19 03:00:00  PM,5.962,,,,,
317,09/12/19 04:00:00  PM,6.166,,,,,
318,09/12/19 05:00:00  PM,5.860,,,,,
319,09/12/19 06:00:00  PM,5.962,,,,,
320,09/12/19 07:00:00  PM,5.860,,,,,
321,09/12/19 08:00:00  PM,5.552,,,,,
322,09/12/19 09:00:00  PM,6.268,,,,,
323,09/12/19 10:00:00  PM,6.471,,,,,
324,09/12/19 11:00:00  PM,6.064,,,,,
325,09/13/19 12:00:00  AM,5.552,,,,,
326,09/13/19 01:00:00  AM,4.934,,,,,
327,09/13/19 02:00:00  AM,4.623,,,,,
328,09/13/19 03:00:00  AM,4.831,,,,,
329,09/13/19 04:00:00  AM,5.037,,,,,
330,09/13/19 05:00:00  AM,5.141,,,,,
331,09/13/19 06:00:00  AM,5.347,,,,,
332,09/13/19 07:00:00  AM,5.347,,,,,
333,09/13/19 08:00:00  AM,5.655,,,,,
334,09/13/19 09:00:00  AM,6.268,,,,,
335,09/13/19 10:00:00  AM,6.166,,,,,
336,09/13/19 11:00:00  AM,6.775,,,,,
337,09/13/19 12:00:00  PM,6.370,,,,,
338,09/13/19 01:00:00  PM,6.978,,,,,
339,09/13/19 02:00:00  PM,8.581,,,,,
340,09/13/19 03:00:00  PM,7.381,,,,,
341,09/13/19 04:00:00  PM,7.179,,,,,
342,09/13/19 05:00:00  PM,6.674,,,,,
343,09/13/19 06:00:00  PM,6.573,,,,,
344,09/13/19 07:00:00  PM,6.064,,,,,
345,09/13/19 08:00:00  PM,5.962,,,,,
346,09/13/19 09:00:00  PM,6.064,,,,,
347,09/13/19 10:00:00  PM,5.860,,,,,
348,09/13/19 11:00:00  PM,5.962,,,,,
349,09/14/19 12:00:00  AM,5.347,,,,,
350,09/14/19 01:00:00  AM,5.141,,,,,
351,09/14/19 02:00:00  AM,5.141,,,,,
352,09/14/19 03:00:00  AM,4.934,,,,,
353,09/14/19 04:00:00  AM,4.623,,,,,
354,09/14/19 05:00:00  AM,4.415,,,,,
355,09/14/19 06:00:00  AM,4.519,,,,,
356,09/14/19 07:00:00  AM,4.519,,,,,
357,09/14/19 08:00:00  AM,4.831,,,,,
358,09/14/19 09:00:00  AM,5.141,,,,,
359,09/14/19 10:00:00  AM,5.244,,,,,
360,09/14/19 11:00:00  AM,5.347,,,,,
361,09/14/19 12:00:00  PM,5.552,,,,,
362,09/14/19 01:00:00  PM,6.166,,,,,
363,09/14/19 02:00:00  PM,6.064,,,,,
364,09/14/19 03:00:00  PM,6.064,,,,,
365,09/14/19 04:00:00  PM,6.064,,,,,
366,09/14/19 05:00:00  PM,6.166,,,,,
367,09/14/19 06:00:00  PM,6.064,,,,,
368,09/14/19 07:00:00  PM,5.962,,,,,
369,09/14/19 08:00:00  PM,5.962,,,,,
370,09/14/19 09:00:00  PM,5.860,,,,,
371,09/14/19 10:00:00  PM,5.552,,,,,
372,09/14/19 11:00:00  PM,5.141,,,,,
373,09/15/19 12:00:00  AM,4.831,,,,,
374,09/15/19 01:00:00  AM,4.623,,,,,
375,09/15/19 02:00:00  AM,4.415,,,,,
376,09/15/19 03:00:00  AM,4.519,,,,,
377,09/15/19 04:00:00  AM,4.102,,,,,
378,09/15/19 05:00:00  AM,3.788,,,,,
379,09/15/19 06:00:00  AM,3.788,,,,,
380,09/15/19 07:00:00  AM,3.578,,,,,
381,09/15/19 08:00:00  AM,4.207,,,,,
382,09/15/19 09:00:00  AM,3.367,,,,,
383,09/15/19 10:00:00  AM,3.155,,,,,
384,09/15/19 11:00:00  AM,3.367,,,,,
385,09/15/19 12:00:00  PM,4.311,,,,,
386,09/15/19 01:00:00  PM,4.519,,,,,
387,09/15/19 02:00:00  PM,5.655,,,,,
388,09/15/19 03:00:00  PM,5.141,,,,,
389,09/15/19 04:00:00  PM,4.415,,,,,
390,09/15/19 05:00:00  PM,10.651,,,,,
391,09/15/19 06:00:00  PM,11.431,,,,,
392,09/15/19 07:00:00  PM,9.077,,,,,
393,09/15/19 08:00:00  PM,6.370,,,,,
394,09/15/19 09:00:00  PM,5.655,,,,,
395,09/15/19 10:00:00  PM,4.727,,,,,
396,09/15/19 11:00:00  PM,4.519,,,,,
397,09/16/19 12:00:00  AM,4.415,,,,,
398,09/16/19 01:00:00  AM,4.623,,,,,
399,09/16/19 02:00:00  AM,3.998,,,,,
400,09/16/19 03:00:00  AM,2.837,,,,,
401,09/16/19 04:00:00  AM,2.517,,,,,
402,09/16/19 05:00:00  AM,2.837,,,,,
403,09/16/19 06:00:00  AM,1.764,,,,,
404,09/16/19 07:00:00  AM,1.221,Logged,,,,
405,09/16/19 08:00:00  AM,2.624,,,,,
406,09/16/19 09:00:00  AM,6.573,,,,,
407,09/16/19 10:00:00  AM,11.041,,,,,
408,09/16/19 11:00:00  AM,13.269,,,,,
409,09/16/19 12:00:00  PM,16.237,,,,,
410,09/16/19 01:00:00  PM,23.581,,,,,
411,09/16/19 02:00:00  PM,23.966,,,,,
412,09/16/19 03:00:00  PM,19.282,,,,,
413,09/16/19 04:00:00  PM,15.855,,,,,
414,09/16/19 05:00:00  PM,12.110,,,,,
415,09/16/19 06:00:00  PM,9.866,,,,,
416,09/16/19 07:00:00  PM,6.370,,,,,
417,09/16/19 08:00:00  PM,4.831,,,,,
418,09/16/19 09:00:00  PM,6.573,,,,,
419,09/16/19 10:00:00  PM,6.674,,,,,
420,09/16/19 11:00:00  PM,7.782,,,,,
421,09/17/19 12:00:00  AM,6.370,,,,,
422,09/17/19 01:00:00  AM,6.370,,,,,
423,09/17/19 02:00:00  AM,6.573,,,,,
424,09/17/19 03:00:00  AM,5.860,,,,,
425,09/17/19 04:00:00  AM,5.757,,,,,
426,09/17/19 05:00:00  AM,5.552,,,,,
427,09/17/19 06:00:00  AM,5.757,,,,,
428,09/17/19 07:00:00  AM,5.450,,,,,
429,09/17/19 08:00:00  AM,5.860,,,,,
430,09/17/19 09:00:00  AM,5.347,,,,,
431,09/17/19 10:00:00  AM,5.347,,,,,
432,09/17/19 11:00:00  AM,4.727,,,,,
433,09/17/19 12:00:00  PM,6.573,,,,,
434,09/17/19 01:00:00  PM,9.077,,,,,
435,09/17/19 02:00:00  PM,9.472,,,,,
436,09/17/19 03:00:00  PM,9.768,,,,,
437,09/17/19 04:00:00  PM,15.760,,,,,
438,09/17/19 05:00:00  PM,18.045,,,,,
439,09/17/19 06:00:00  PM,18.521,,,,,
440,09/17/19 07:00:00  PM,22.717,,,,,
441,09/17/19 08:00:00  PM,23.581,,,,,
442,09/17/19 09:00:00  PM,23.773,,,,,
443,09/17/19 10:00:00  PM,24.158,,,,,
444,09/17/19 11:00:00  PM,24.255,,,,,
445,09/18/19 12:00:00  AM,24.158,,,,,
446,09/18/19 01:00:00  AM,24.062,,,,,
447,09/18/19 02:00:00  AM,24.062,,,,,
448,09/18/19 03:00:00  AM,23.966,,,,,
449,09/18/19 04:00:00  AM,23.966,,,,,
450,09/18/19 05:00:00  AM,23.869,,,,,
451,09/18/19 06:00:00  AM,23.869,,,,,
452,09/18/19 07:00:00  AM,23.966,,,,,
453,09/18/19 08:00:00  AM,23.966,,,,,
454,09/18/19 09:00:00  AM,23.966,,,,,
455,09/18/19 10:00:00  AM,23.966,,,,,
456,09/18/19 11:00:00  AM,23.196,,,,,
457,09/18/19 12:00:00  PM,23.869,,,,,
458,09/18/19 01:00:00  PM,22.142,,,,,
459,09/18/19 02:00:00  PM,21.951,,,,,
460,09/18/19 03:00:00  PM,21.664,,,,,
461,09/18/19 04:00:00  PM,21.760,,,,,
462,09/18/19 04:24:27  PM,,,Logged,Logged,,
463,09/18/19 04:24:31  PM,,,,,Logged,Logged
