"Plot Title: garibaldi_hobo_6_2019"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10019732, SEN S/N: 10019732, LBL: Temp)","Coupler Attached (LGR S/N: 10019732)","Host Connected (LGR S/N: 10019732)","Stopped (LGR S/N: 10019732)","End Of File (LGR S/N: 10019732)"
529,08/17/19 12:00:00  PM,15.855,,,,
530,08/17/19 01:00:00  PM,19.853,,,,
531,08/17/19 02:00:00  PM,17.475,,,,
532,08/17/19 03:00:00  PM,20.710,,,,
533,08/17/19 04:00:00  PM,16.427,,,,
534,08/17/19 05:00:00  PM,15.760,,,,
535,08/17/19 06:00:00  PM,14.421,,,,
536,08/17/19 07:00:00  PM,12.980,,,,
537,08/17/19 08:00:00  PM,12.013,,,,
538,08/17/19 09:00:00  PM,10.846,,,,
539,08/17/19 10:00:00  PM,10.748,,,,
540,08/17/19 11:00:00  PM,9.866,,,,
541,08/18/19 12:00:00  AM,9.965,,,,
542,08/18/19 01:00:00  AM,9.965,,,,
543,08/18/19 02:00:00  AM,9.275,,,,
544,08/18/19 03:00:00  AM,9.077,,,,
545,08/18/19 04:00:00  AM,8.282,,,,
546,08/18/19 05:00:00  AM,8.282,,,,
547,08/18/19 06:00:00  AM,8.680,,,,
548,08/18/19 07:00:00  AM,8.581,,,,
549,08/18/19 08:00:00  AM,10.553,,,,
550,08/18/19 09:00:00  AM,13.076,,,,
551,08/18/19 10:00:00  AM,14.996,,,,
552,08/18/19 11:00:00  AM,22.429,,,,
553,08/18/19 12:00:00  PM,22.621,,,,
554,08/18/19 01:00:00  PM,23.388,,,,
555,08/18/19 02:00:00  PM,20.234,,,,
556,08/18/19 03:00:00  PM,24.158,,,,
557,08/18/19 04:00:00  PM,26.585,,,,
558,08/18/19 05:00:00  PM,22.142,,,,
559,08/18/19 06:00:00  PM,16.427,,,,
560,08/18/19 07:00:00  PM,15.187,,,,
561,08/18/19 08:00:00  PM,11.334,,,,
562,08/18/19 09:00:00  PM,9.571,,,,
563,08/18/19 10:00:00  PM,8.581,,,,
564,08/18/19 11:00:00  PM,7.782,,,,
565,08/19/19 12:00:00  AM,7.682,,,,
566,08/19/19 01:00:00  AM,7.481,,,,
567,08/19/19 02:00:00  AM,7.582,,,,
568,08/19/19 03:00:00  AM,7.481,,,,
569,08/19/19 04:00:00  AM,6.877,,,,
570,08/19/19 05:00:00  AM,6.064,,,,
571,08/19/19 06:00:00  AM,6.877,,,,
572,08/19/19 07:00:00  AM,7.983,,,,
573,08/19/19 08:00:00  AM,9.373,,,,
574,08/19/19 09:00:00  AM,12.207,,,,
575,08/19/19 10:00:00  AM,14.613,,,,
576,08/19/19 11:00:00  AM,27.468,,,,
577,08/19/19 12:00:00  PM,24.931,,,,
578,08/19/19 01:00:00  PM,23.581,,,,
579,08/19/19 02:00:00  PM,18.901,,,,
580,08/19/19 03:00:00  PM,18.426,,,,
581,08/19/19 04:00:00  PM,16.332,,,,
582,08/19/19 05:00:00  PM,17.760,,,,
583,08/19/19 06:00:00  PM,12.110,,,,
584,08/19/19 07:00:00  PM,10.651,,,,
585,08/19/19 08:00:00  PM,9.768,,,,
586,08/19/19 09:00:00  PM,8.082,,,,
587,08/19/19 10:00:00  PM,7.782,,,,
588,08/19/19 11:00:00  PM,7.582,,,,
589,08/20/19 12:00:00  AM,6.978,,,,
590,08/20/19 01:00:00  AM,6.268,,,,
591,08/20/19 02:00:00  AM,5.552,,,,
592,08/20/19 03:00:00  AM,5.450,,,,
593,08/20/19 04:00:00  AM,5.655,,,,
594,08/20/19 05:00:00  AM,5.552,,,,
595,08/20/19 06:00:00  AM,5.655,,,,
596,08/20/19 07:00:00  AM,5.450,,,,
597,08/20/19 08:00:00  AM,6.166,,,,
598,08/20/19 09:00:00  AM,7.582,,,,
599,08/20/19 10:00:00  AM,10.651,,,,
600,08/20/19 11:00:00  AM,24.255,,,,
601,08/20/19 12:00:00  PM,27.173,,,,
602,08/20/19 01:00:00  PM,31.574,,,,
603,08/20/19 02:00:00  PM,26.977,,,,
604,08/20/19 03:00:00  PM,27.862,,,,
605,08/20/19 04:00:00  PM,24.738,,,,
606,08/20/19 05:00:00  PM,21.760,,,,
607,08/20/19 06:00:00  PM,20.615,,,,
608,08/20/19 07:00:00  PM,14.230,,,,
609,08/20/19 08:00:00  PM,12.110,,,,
610,08/20/19 09:00:00  PM,10.357,,,,
611,08/20/19 10:00:00  PM,9.571,,,,
612,08/20/19 11:00:00  PM,9.077,,,,
613,08/21/19 12:00:00  AM,10.357,,,,
614,08/21/19 01:00:00  AM,12.013,,,,
615,08/21/19 02:00:00  AM,11.334,,,,
616,08/21/19 03:00:00  AM,10.944,,,,
617,08/21/19 04:00:00  AM,10.161,,,,
618,08/21/19 05:00:00  AM,9.866,,,,
619,08/21/19 06:00:00  AM,9.866,,,,
620,08/21/19 07:00:00  AM,9.472,,,,
621,08/21/19 08:00:00  AM,9.669,,,,
622,08/21/19 09:00:00  AM,10.455,,,,
623,08/21/19 10:00:00  AM,10.651,,,,
624,08/21/19 11:00:00  AM,10.455,,,,
625,08/21/19 12:00:00  PM,11.139,,,,
626,08/21/19 01:00:00  PM,12.013,,,,
627,08/21/19 02:00:00  PM,12.110,,,,
628,08/21/19 03:00:00  PM,12.787,,,,
629,08/21/19 04:00:00  PM,12.883,,,,
630,08/21/19 05:00:00  PM,14.900,,,,
631,08/21/19 06:00:00  PM,13.654,,,,
632,08/21/19 07:00:00  PM,12.594,,,,
633,08/21/19 08:00:00  PM,9.768,,,,
634,08/21/19 09:00:00  PM,9.373,,,,
635,08/21/19 10:00:00  PM,8.879,,,,
636,08/21/19 11:00:00  PM,8.581,,,,
637,08/22/19 12:00:00  AM,8.282,,,,
638,08/22/19 01:00:00  AM,7.582,,,,
639,08/22/19 02:00:00  AM,6.370,,,,
640,08/22/19 03:00:00  AM,5.655,,,,
641,08/22/19 04:00:00  AM,5.347,,,,
642,08/22/19 05:00:00  AM,6.573,,,,
643,08/22/19 06:00:00  AM,6.166,,,,
644,08/22/19 07:00:00  AM,5.244,,,,
645,08/22/19 08:00:00  AM,6.573,,,,
646,08/22/19 09:00:00  AM,10.455,,,,
647,08/22/19 10:00:00  AM,12.013,,,,
648,08/22/19 11:00:00  AM,23.100,,,,
649,08/22/19 12:00:00  PM,23.100,,,,
650,08/22/19 01:00:00  PM,22.908,,,,
651,08/22/19 02:00:00  PM,24.255,,,,
652,08/22/19 03:00:00  PM,21.187,,,,
653,08/22/19 04:00:00  PM,16.332,,,,
654,08/22/19 05:00:00  PM,16.141,,,,
655,08/22/19 06:00:00  PM,13.750,,,,
656,08/22/19 07:00:00  PM,12.207,,,,
657,08/22/19 08:00:00  PM,10.161,,,,
658,08/22/19 09:00:00  PM,9.571,,,,
659,08/22/19 10:00:00  PM,9.077,,,,
660,08/22/19 11:00:00  PM,8.082,,,,
661,08/23/19 12:00:00  AM,7.381,,,,
662,08/23/19 01:00:00  AM,7.582,,,,
663,08/23/19 02:00:00  AM,7.481,,,,
664,08/23/19 03:00:00  AM,6.674,,,,
665,08/23/19 04:00:00  AM,6.064,,,,
666,08/23/19 05:00:00  AM,6.268,,,,
667,08/23/19 06:00:00  AM,6.877,,,,
668,08/23/19 07:00:00  AM,7.179,,,,
669,08/23/19 08:00:00  AM,7.882,,,,
670,08/23/19 09:00:00  AM,9.373,,,,
671,08/23/19 10:00:00  AM,12.787,,,,
672,08/23/19 11:00:00  AM,11.916,,,,
673,08/23/19 12:00:00  PM,11.916,,,,
674,08/23/19 01:00:00  PM,11.819,,,,
675,08/23/19 02:00:00  PM,13.076,,,,
676,08/23/19 03:00:00  PM,13.269,,,,
677,08/23/19 04:00:00  PM,11.625,,,,
678,08/23/19 05:00:00  PM,13.365,,,,
679,08/23/19 06:00:00  PM,12.883,,,,
680,08/23/19 07:00:00  PM,11.722,,,,
681,08/23/19 08:00:00  PM,9.472,,,,
682,08/23/19 09:00:00  PM,7.381,,,,
683,08/23/19 10:00:00  PM,6.674,,,,
684,08/23/19 11:00:00  PM,4.831,,,,
685,08/24/19 12:00:00  AM,4.831,,,,
686,08/24/19 01:00:00  AM,4.831,,,,
687,08/24/19 02:00:00  AM,5.037,,,,
688,08/24/19 03:00:00  AM,5.655,,,,
689,08/24/19 04:00:00  AM,5.757,,,,
690,08/24/19 05:00:00  AM,6.268,,,,
691,08/24/19 06:00:00  AM,6.471,,,,
692,08/24/19 07:00:00  AM,6.775,,,,
693,08/24/19 08:00:00  AM,8.481,,,,
694,08/24/19 09:00:00  AM,10.846,,,,
695,08/24/19 10:00:00  AM,12.110,,,,
696,08/24/19 11:00:00  AM,19.853,,,,
697,08/24/19 12:00:00  PM,14.134,,,,
698,08/24/19 01:00:00  PM,14.804,,,,
699,08/24/19 02:00:00  PM,15.569,,,,
700,08/24/19 03:00:00  PM,17.379,,,,
701,08/24/19 04:00:00  PM,14.804,,,,
702,08/24/19 05:00:00  PM,14.517,,,,
703,08/24/19 06:00:00  PM,14.613,,,,
704,08/24/19 07:00:00  PM,13.076,,,,
705,08/24/19 08:00:00  PM,10.063,,,,
706,08/24/19 09:00:00  PM,9.275,,,,
707,08/24/19 10:00:00  PM,8.879,,,,
708,08/24/19 11:00:00  PM,8.581,,,,
709,08/25/19 12:00:00  AM,8.779,,,,
710,08/25/19 01:00:00  AM,8.680,,,,
711,08/25/19 02:00:00  AM,8.382,,,,
712,08/25/19 03:00:00  AM,8.481,,,,
713,08/25/19 04:00:00  AM,7.983,,,,
714,08/25/19 05:00:00  AM,7.381,,,,
715,08/25/19 06:00:00  AM,7.179,,,,
716,08/25/19 07:00:00  AM,7.682,,,,
717,08/25/19 08:00:00  AM,7.582,,,,
718,08/25/19 09:00:00  AM,8.082,,,,
719,08/25/19 10:00:00  AM,10.553,,,,
720,08/25/19 11:00:00  AM,13.461,,,,
721,08/25/19 12:00:00  PM,16.332,,,,
722,08/25/19 01:00:00  PM,15.569,,,,
723,08/25/19 02:00:00  PM,14.230,,,,
724,08/25/19 03:00:00  PM,18.616,,,,
725,08/25/19 04:00:00  PM,23.966,,,,
726,08/25/19 05:00:00  PM,19.377,,,,
727,08/25/19 06:00:00  PM,15.282,,,,
728,08/25/19 07:00:00  PM,13.269,,,,
729,08/25/19 08:00:00  PM,11.236,,,,
730,08/25/19 09:00:00  PM,7.983,,,,
731,08/25/19 10:00:00  PM,6.978,,,,
732,08/25/19 11:00:00  PM,6.268,,,,
733,08/26/19 12:00:00  AM,5.962,,,,
734,08/26/19 01:00:00  AM,5.244,,,,
735,08/26/19 02:00:00  AM,4.831,,,,
736,08/26/19 03:00:00  AM,4.415,,,,
737,08/26/19 04:00:00  AM,4.102,,,,
738,08/26/19 05:00:00  AM,3.998,,,,
739,08/26/19 06:00:00  AM,3.788,,,,
740,08/26/19 07:00:00  AM,3.893,,,,
741,08/26/19 08:00:00  AM,4.623,,,,
742,08/26/19 09:00:00  AM,5.655,,,,
743,08/26/19 10:00:00  AM,7.381,,,,
744,08/26/19 11:00:00  AM,22.429,,,,
745,08/26/19 12:00:00  PM,27.665,,,,
746,08/26/19 01:00:00  PM,30.760,,,,
747,08/26/19 02:00:00  PM,24.835,,,,
748,08/26/19 03:00:00  PM,27.764,,,,
749,08/26/19 04:00:00  PM,25.902,,,,
750,08/26/19 05:00:00  PM,22.525,,,,
751,08/26/19 06:00:00  PM,13.269,,,,
752,08/26/19 07:00:00  PM,11.334,,,,
753,08/26/19 08:00:00  PM,10.063,,,,
754,08/26/19 09:00:00  PM,8.978,,,,
755,08/26/19 10:00:00  PM,8.382,,,,
756,08/26/19 11:00:00  PM,7.983,,,,
757,08/27/19 12:00:00  AM,7.582,,,,
758,08/27/19 01:00:00  AM,7.381,,,,
759,08/27/19 02:00:00  AM,7.280,,,,
760,08/27/19 03:00:00  AM,7.079,,,,
761,08/27/19 04:00:00  AM,6.978,,,,
762,08/27/19 05:00:00  AM,6.775,,,,
763,08/27/19 06:00:00  AM,6.978,,,,
764,08/27/19 07:00:00  AM,7.079,,,,
765,08/27/19 08:00:00  AM,7.882,,,,
766,08/27/19 09:00:00  AM,8.481,,,,
767,08/27/19 10:00:00  AM,10.161,,,,
768,08/27/19 11:00:00  AM,28.258,,,,
769,08/27/19 12:00:00  PM,31.166,,,,
770,08/27/19 01:00:00  PM,33.535,,,,
771,08/27/19 02:00:00  PM,35.222,,,,
772,08/27/19 03:00:00  PM,36.620,,,,
773,08/27/19 04:00:00  PM,32.807,,,,
774,08/27/19 05:00:00  PM,26.585,,,,
775,08/27/19 06:00:00  PM,16.808,,,,
776,08/27/19 07:00:00  PM,14.517,,,,
777,08/27/19 08:00:00  PM,12.690,,,,
778,08/27/19 09:00:00  PM,11.722,,,,
779,08/27/19 10:00:00  PM,11.334,,,,
780,08/27/19 11:00:00  PM,10.651,,,,
781,08/28/19 12:00:00  AM,10.259,,,,
782,08/28/19 01:00:00  AM,9.669,,,,
783,08/28/19 02:00:00  AM,9.176,,,,
784,08/28/19 03:00:00  AM,8.680,,,,
785,08/28/19 04:00:00  AM,8.581,,,,
786,08/28/19 05:00:00  AM,7.882,,,,
787,08/28/19 06:00:00  AM,8.082,,,,
788,08/28/19 07:00:00  AM,7.983,,,,
789,08/28/19 08:00:00  AM,8.581,,,,
790,08/28/19 09:00:00  AM,9.472,,,,
791,08/28/19 10:00:00  AM,11.334,,,,
792,08/28/19 11:00:00  AM,30.457,,,,
793,08/28/19 12:00:00  PM,33.848,,,,
794,08/28/19 01:00:00  PM,35.435,,,,
795,08/28/19 02:00:00  PM,37.384,,,,
796,08/28/19 03:00:00  PM,38.268,,,,
797,08/28/19 04:00:00  PM,36.511,,,,
798,08/28/19 05:00:00  PM,26.879,,,,
799,08/28/19 06:00:00  PM,17.760,,,,
800,08/28/19 07:00:00  PM,15.282,,,,
801,08/28/19 08:00:00  PM,13.461,,,,
802,08/28/19 09:00:00  PM,12.304,,,,
803,08/28/19 10:00:00  PM,11.625,,,,
804,08/28/19 11:00:00  PM,11.139,,,,
805,08/29/19 12:00:00  AM,10.846,,,,
806,08/29/19 01:00:00  AM,10.651,,,,
807,08/29/19 02:00:00  AM,10.357,,,,
808,08/29/19 03:00:00  AM,9.768,,,,
809,08/29/19 04:00:00  AM,9.571,,,,
810,08/29/19 05:00:00  AM,9.373,,,,
811,08/29/19 06:00:00  AM,8.581,,,,
812,08/29/19 07:00:00  AM,8.779,,,,
813,08/29/19 08:00:00  AM,9.176,,,,
814,08/29/19 09:00:00  AM,9.768,,,,
815,08/29/19 10:00:00  AM,11.625,,,,
816,08/29/19 11:00:00  AM,28.853,,,,
817,08/29/19 12:00:00  PM,33.014,,,,
818,08/29/19 01:00:00  PM,33.222,,,,
819,08/29/19 02:00:00  PM,34.796,,,,
820,08/29/19 03:00:00  PM,35.222,,,,
821,08/29/19 04:00:00  PM,35.756,,,,
822,08/29/19 05:00:00  PM,24.835,,,,
823,08/29/19 06:00:00  PM,20.043,,,,
824,08/29/19 07:00:00  PM,17.760,,,,
825,08/29/19 08:00:00  PM,14.613,,,,
826,08/29/19 09:00:00  PM,13.269,,,,
827,08/29/19 10:00:00  PM,12.207,,,,
828,08/29/19 11:00:00  PM,12.497,,,,
829,08/30/19 12:00:00  AM,12.497,,,,
830,08/30/19 01:00:00  AM,11.139,,,,
831,08/30/19 02:00:00  AM,10.161,,,,
832,08/30/19 03:00:00  AM,10.259,,,,
833,08/30/19 04:00:00  AM,10.259,,,,
834,08/30/19 05:00:00  AM,10.846,,,,
835,08/30/19 06:00:00  AM,11.041,,,,
836,08/30/19 07:00:00  AM,11.528,,,,
837,08/30/19 08:00:00  AM,12.690,,,,
838,08/30/19 09:00:00  AM,15.760,,,,
839,08/30/19 10:00:00  AM,17.665,,,,
840,08/30/19 11:00:00  AM,18.140,,,,
841,08/30/19 12:00:00  PM,16.046,,,,
842,08/30/19 01:00:00  PM,15.569,,,,
843,08/30/19 02:00:00  PM,15.378,,,,
844,08/30/19 03:00:00  PM,15.569,,,,
845,08/30/19 04:00:00  PM,16.713,,,,
846,08/30/19 05:00:00  PM,15.664,,,,
847,08/30/19 06:00:00  PM,16.046,,,,
848,08/30/19 07:00:00  PM,14.230,,,,
849,08/30/19 08:00:00  PM,12.013,,,,
850,08/30/19 09:00:00  PM,11.431,,,,
851,08/30/19 10:00:00  PM,10.455,,,,
852,08/30/19 11:00:00  PM,10.455,,,,
853,08/31/19 12:00:00  AM,12.304,,,,
854,08/31/19 01:00:00  AM,9.866,,,,
855,08/31/19 02:00:00  AM,11.722,,,,
856,08/31/19 03:00:00  AM,8.581,,,,
857,08/31/19 04:00:00  AM,8.182,,,,
858,08/31/19 05:00:00  AM,8.581,,,,
859,08/31/19 06:00:00  AM,9.275,,,,
860,08/31/19 07:00:00  AM,10.259,,,,
861,08/31/19 08:00:00  AM,11.819,,,,
862,08/31/19 09:00:00  AM,14.230,,,,
863,08/31/19 10:00:00  AM,16.618,,,,
864,08/31/19 11:00:00  AM,19.567,,,,
865,08/31/19 12:00:00  PM,19.948,,,,
866,08/31/19 01:00:00  PM,20.901,,,,
867,08/31/19 02:00:00  PM,20.138,,,,
868,08/31/19 03:00:00  PM,20.234,,,,
869,08/31/19 04:00:00  PM,16.046,,,,
870,08/31/19 05:00:00  PM,15.664,,,,
871,08/31/19 06:00:00  PM,16.332,,,,
872,08/31/19 07:00:00  PM,14.517,,,,
873,08/31/19 08:00:00  PM,12.883,,,,
874,08/31/19 09:00:00  PM,11.334,,,,
875,08/31/19 10:00:00  PM,10.651,,,,
876,08/31/19 11:00:00  PM,8.978,,,,
877,09/01/19 12:00:00  AM,9.176,,,,
878,09/01/19 01:00:00  AM,9.176,,,,
879,09/01/19 02:00:00  AM,9.965,,,,
880,09/01/19 03:00:00  AM,9.866,,,,
881,09/01/19 04:00:00  AM,9.866,,,,
882,09/01/19 05:00:00  AM,9.669,,,,
883,09/01/19 06:00:00  AM,9.669,,,,
884,09/01/19 07:00:00  AM,9.571,,,,
885,09/01/19 08:00:00  AM,9.077,,,,
886,09/01/19 09:00:00  AM,11.236,,,,
887,09/01/19 10:00:00  AM,15.378,,,,
888,09/01/19 11:00:00  AM,15.091,,,,
889,09/01/19 12:00:00  PM,17.284,,,,
890,09/01/19 01:00:00  PM,17.950,,,,
891,09/01/19 02:00:00  PM,14.900,,,,
892,09/01/19 03:00:00  PM,12.594,,,,
893,09/01/19 04:00:00  PM,11.916,,,,
894,09/01/19 05:00:00  PM,11.334,,,,
895,09/01/19 06:00:00  PM,11.625,,,,
896,09/01/19 07:00:00  PM,11.334,,,,
897,09/01/19 08:00:00  PM,10.161,,,,
898,09/01/19 09:00:00  PM,9.768,,,,
899,09/01/19 10:00:00  PM,9.176,,,,
900,09/01/19 11:00:00  PM,7.582,,,,
901,09/02/19 12:00:00  AM,6.877,,,,
902,09/02/19 01:00:00  AM,6.674,,,,
903,09/02/19 02:00:00  AM,6.268,,,,
904,09/02/19 03:00:00  AM,6.166,,,,
905,09/02/19 04:00:00  AM,5.860,,,,
906,09/02/19 05:00:00  AM,5.655,,,,
907,09/02/19 06:00:00  AM,5.552,,,,
908,09/02/19 07:00:00  AM,5.347,,,,
909,09/02/19 08:00:00  AM,6.064,,,,
910,09/02/19 09:00:00  AM,7.280,,,,
911,09/02/19 10:00:00  AM,8.680,,,,
912,09/02/19 11:00:00  AM,22.908,,,,
913,09/02/19 12:00:00  PM,26.781,,,,
914,09/02/19 01:00:00  PM,30.054,,,,
915,09/02/19 02:00:00  PM,30.963,,,,
916,09/02/19 03:00:00  PM,24.062,,,,
917,09/02/19 04:00:00  PM,27.173,,,,
918,09/02/19 05:00:00  PM,20.138,,,,
919,09/02/19 06:00:00  PM,14.038,,,,
920,09/02/19 07:00:00  PM,12.304,,,,
921,09/02/19 08:00:00  PM,10.944,,,,
922,09/02/19 09:00:00  PM,9.866,,,,
923,09/02/19 10:00:00  PM,9.373,,,,
924,09/02/19 11:00:00  PM,8.978,,,,
925,09/03/19 12:00:00  AM,8.481,,,,
926,09/03/19 01:00:00  AM,8.182,,,,
927,09/03/19 02:00:00  AM,8.182,,,,
928,09/03/19 03:00:00  AM,8.182,,,,
929,09/03/19 04:00:00  AM,7.882,,,,
930,09/03/19 05:00:00  AM,8.082,,,,
931,09/03/19 06:00:00  AM,7.782,,,,
932,09/03/19 07:00:00  AM,7.582,,,,
933,09/03/19 08:00:00  AM,8.978,,,,
934,09/03/19 09:00:00  AM,10.748,,,,
935,09/03/19 10:00:00  AM,16.332,,,,
936,09/03/19 11:00:00  AM,21.855,,,,
937,09/03/19 12:00:00  PM,29.252,,,,
938,09/03/19 01:00:00  PM,25.513,,,,
939,09/03/19 02:00:00  PM,28.357,,,,
940,09/03/19 03:00:00  PM,20.901,,,,
941,09/03/19 04:00:00  PM,25.610,,,,
942,09/03/19 05:00:00  PM,18.426,,,,
943,09/03/19 06:00:00  PM,15.187,,,,
944,09/03/19 07:00:00  PM,14.230,,,,
945,09/03/19 08:00:00  PM,13.173,,,,
946,09/03/19 09:00:00  PM,11.625,,,,
947,09/03/19 10:00:00  PM,11.334,,,,
948,09/03/19 11:00:00  PM,10.553,,,,
949,09/04/19 12:00:00  AM,10.846,,,,
950,09/04/19 01:00:00  AM,10.161,,,,
951,09/04/19 02:00:00  AM,9.275,,,,
952,09/04/19 03:00:00  AM,9.669,,,,
953,09/04/19 04:00:00  AM,10.063,,,,
954,09/04/19 05:00:00  AM,9.669,,,,
955,09/04/19 06:00:00  AM,9.275,,,,
956,09/04/19 07:00:00  AM,7.682,,,,
957,09/04/19 08:00:00  AM,9.275,,,,
958,09/04/19 09:00:00  AM,13.269,,,,
959,09/04/19 10:00:00  AM,14.996,,,,
960,09/04/19 11:00:00  AM,15.855,,,,
961,09/04/19 12:00:00  PM,27.862,,,,
962,09/04/19 01:00:00  PM,20.901,,,,
963,09/04/19 02:00:00  PM,22.621,,,,
964,09/04/19 03:00:00  PM,19.187,,,,
965,09/04/19 04:00:00  PM,17.379,,,,
966,09/04/19 05:00:00  PM,18.045,,,,
967,09/04/19 06:00:00  PM,15.378,,,,
968,09/04/19 07:00:00  PM,11.916,,,,
969,09/04/19 08:00:00  PM,10.357,,,,
970,09/04/19 09:00:00  PM,9.373,,,,
971,09/04/19 10:00:00  PM,8.680,,,,
972,09/04/19 11:00:00  PM,8.082,,,,
973,09/05/19 12:00:00  AM,7.582,,,,
974,09/05/19 01:00:00  AM,7.079,,,,
975,09/05/19 02:00:00  AM,6.877,,,,
976,09/05/19 03:00:00  AM,6.877,,,,
977,09/05/19 04:00:00  AM,6.573,,,,
978,09/05/19 05:00:00  AM,5.962,,,,
979,09/05/19 06:00:00  AM,5.757,,,,
980,09/05/19 07:00:00  AM,6.166,,,,
981,09/05/19 08:00:00  AM,6.978,,,,
982,09/05/19 09:00:00  AM,7.582,,,,
983,09/05/19 10:00:00  AM,9.669,,,,
984,09/05/19 11:00:00  AM,22.621,,,,
985,09/05/19 12:00:00  PM,29.352,,,,
986,09/05/19 01:00:00  PM,32.807,,,,
987,09/05/19 02:00:00  PM,35.435,,,,
988,09/05/19 03:00:00  PM,30.054,,,,
989,09/05/19 04:00:00  PM,35.435,,,,
990,09/05/19 05:00:00  PM,20.234,,,,
991,09/05/19 06:00:00  PM,17.094,,,,
992,09/05/19 07:00:00  PM,18.806,,,,
993,09/05/19 08:00:00  PM,17.855,,,,
994,09/05/19 09:00:00  PM,14.996,,,,
995,09/05/19 10:00:00  PM,14.709,,,,
996,09/05/19 11:00:00  PM,14.613,,,,
997,09/06/19 12:00:00  AM,14.709,,,,
998,09/06/19 01:00:00  AM,14.134,,,,
999,09/06/19 02:00:00  AM,13.558,,,,
1000,09/06/19 03:00:00  AM,13.365,,,,
1001,09/06/19 04:00:00  AM,12.690,,,,
1002,09/06/19 05:00:00  AM,12.690,,,,
1003,09/06/19 06:00:00  AM,12.207,,,,
1004,09/06/19 07:00:00  AM,11.431,,,,
1005,09/06/19 08:00:00  AM,14.804,,,,
1006,09/06/19 09:00:00  AM,17.855,,,,
1007,09/06/19 10:00:00  AM,19.092,,,,
1008,09/06/19 11:00:00  AM,22.142,,,,
1009,09/06/19 12:00:00  PM,24.351,,,,
1010,09/06/19 01:00:00  PM,31.983,,,,
1011,09/06/19 02:00:00  PM,27.468,,,,
1012,09/06/19 03:00:00  PM,27.468,,,,
1013,09/06/19 04:00:00  PM,26.683,,,,
1014,09/06/19 05:00:00  PM,24.158,,,,
1015,09/06/19 06:00:00  PM,25.513,,,,
1016,09/06/19 07:00:00  PM,23.004,,,,
1017,09/06/19 08:00:00  PM,18.521,,,,
1018,09/06/19 09:00:00  PM,13.269,,,,
1019,09/06/19 10:00:00  PM,13.558,,,,
1020,09/06/19 11:00:00  PM,13.173,,,,
1021,09/07/19 12:00:00  AM,12.497,,,,
1022,09/07/19 01:00:00  AM,11.528,,,,
1023,09/07/19 02:00:00  AM,11.236,,,,
1024,09/07/19 03:00:00  AM,10.651,,,,
1025,09/07/19 04:00:00  AM,9.866,,,,
1026,09/07/19 05:00:00  AM,9.472,,,,
1027,09/07/19 06:00:00  AM,9.275,,,,
1028,09/07/19 07:00:00  AM,9.275,,,,
1029,09/07/19 08:00:00  AM,14.230,,,,
1030,09/07/19 09:00:00  AM,16.427,,,,
1031,09/07/19 10:00:00  AM,16.523,,,,
1032,09/07/19 11:00:00  AM,17.570,,,,
1033,09/07/19 12:00:00  PM,18.331,,,,
1034,09/07/19 01:00:00  PM,18.711,,,,
1035,09/07/19 02:00:00  PM,19.377,,,,
1036,09/07/19 03:00:00  PM,20.424,,,,
1037,09/07/19 04:00:00  PM,21.855,,,,
1038,09/07/19 05:00:00  PM,23.004,,,,
1039,09/07/19 06:00:00  PM,23.677,,,,
1040,09/07/19 07:00:00  PM,24.158,,,,
1041,09/07/19 08:00:00  PM,24.448,,,,
1042,09/07/19 09:00:00  PM,24.351,,,,
1043,09/07/19 10:00:00  PM,24.255,,,,
1044,09/07/19 11:00:00  PM,24.062,,,,
1045,09/08/19 12:00:00  AM,24.255,,,,
1046,09/08/19 01:00:00  AM,24.351,,,,
1047,09/08/19 02:00:00  AM,24.545,,,,
1048,09/08/19 03:00:00  AM,24.641,,,,
1049,09/08/19 04:00:00  AM,24.738,,,,
1050,09/08/19 05:00:00  AM,24.738,,,,
1051,09/08/19 06:00:00  AM,24.835,,,,
1052,09/08/19 07:00:00  AM,24.835,,,,
1053,09/08/19 08:00:00  AM,24.835,,,,
1054,09/08/19 09:00:00  AM,24.835,,,,
1055,09/08/19 10:00:00  AM,24.835,,,,
1056,09/08/19 11:00:00  AM,24.351,,,,
1057,09/08/19 12:00:00  PM,24.158,,,,
1058,09/08/19 01:00:00  PM,24.062,,,,
1059,09/08/19 02:00:00  PM,23.966,,,,
1060,09/08/19 03:00:00  PM,23.966,,,,
1061,09/08/19 04:00:00  PM,24.158,,,,
1062,09/08/19 05:00:00  PM,24.351,,,,
1063,09/08/19 06:00:00  PM,24.448,,,,
1064,09/08/19 07:00:00  PM,24.158,,,,
1065,09/08/19 08:00:00  PM,23.966,,,,
1066,09/08/19 09:00:00  PM,23.869,,,,
1067,09/08/19 10:00:00  PM,23.869,,,,
1068,09/08/19 11:00:00  PM,24.062,,,,
1069,09/09/19 12:00:00  AM,24.255,,,,
1070,09/09/19 01:00:00  AM,24.351,,,,
1071,09/09/19 02:00:00  AM,24.448,,,,
1072,09/09/19 03:00:00  AM,24.545,,,,
1073,09/09/19 04:00:00  AM,24.641,,,,
1074,09/09/19 05:00:00  AM,24.641,,,,
1075,09/09/19 06:00:00  AM,24.738,,,,
1076,09/09/19 07:00:00  AM,24.738,,,,
1077,09/09/19 08:00:00  AM,24.835,,,,
1078,09/09/19 09:00:00  AM,24.835,,,,
